"SENTENCES","LABELS"
"Images (gab): The Complete Wave Guide [ gabimages.blogspot.com ] [shared by 10 people] .. http://bit.ly/OY3Fi","English"
"IÃƒâ€šÃ‚Â´m tired and go to bed now N8@ all","English"
"Oh no Michael killed the doggy #Halloween","English"
"Well I can't spell it out for you. It's never gonna be that simple.","English"
"RT: @05Marina: Camp Rock 2... eu passo de ano e esse filme nÃƒÆ’Ã‚Â£o estrÃƒÆ’Ã‚Â©ia ! O.ÃƒÆ’Ã¢â‚¬Å“","English"
"Geet Gata Hoon Main","Hindi"
"Posted New Product: Finest Quality K and R Sausage Ad Sign 1940's to my online store. http://bit.ly/htLm1","English"
"siapa bilang? RT @pahlong: knapa hening?","English"
"RT @AnalogFolk: This is why you shouldn't just leave a leaking tap http://bit.ly/4gJT7C <- i'm off to the loo","English"
"Tabhi achank vyaapari kay hath say phesalkar shahaid ka bartan gir gaya.","Hindi"
"lol my wedding is going to be like this...half redneck half metal...check it out and let me know what yall think...http://lnk.ms/2tQrD.","English"
"Jumle ka julus niklega #gujarat mein tabhi to @ECI_India ne #GujaratElections2017 ko postpone kar di. Ye #GST aur hawai batein le dubegi","Hindi"
"If A-Rod is at the top of the TT he must have done something really good, or really bad. Knowing him and the Yankees, it was really good.","English"
"hope the yankees win","English"
"Sorry bro u know I od od od od od love you so kut it out!!! @BaGzDaBoSS","English"
"RT @Philipburnham Let's go #Phillies! <---darn! Just missed one!","English"
"I love vegas!! Made 100 dollars on blackjack!! Yeah!!!!!!","English"
"I don't get bitter. I just get better. ;)","English"
"Weihnachtsgeschenke #2: Garmin GPS Forerunner 305 http://twurl.nl/xfkuvw","English"
"You Wanna Know , who Use To Swear He Went Out Wit Chu ??","English"
"Written 1067 words for #NaNoWriMo so far.","English"
"Waise Agar Yea Kaha Jaye Ke Ã¢â‚¬Å“Ajj Bhi Mian Sahab Na Ehl Qaraar Diay Gaye Hain To Ghalat Na Hoga.Ã¢â‚¬Â #AchaSorry Supreme Court","Hindi"
"Good Monday morning tweeters, today is going to be a busy day. Can't wait till tonight to see the Saints play football. Go Saints!","English"
"RT @mashable: Google Voice Search Now Understands Chinese - http://bit.ly/JBGeI <- maybe they should work on English a little more first","English"
"ye gormint bik gayi hai. Ye saare milke hume pagal bana rahe hai. Supreme Court https://twitter.com/digvijaya_28/status/843435872099815424Ã‚Â Ã¢â‚¬Â¦","Hindi"
"Thakur: Agla captain banna hai to gaali dena band kar de","Hindi"
"smh i was comfortable on junction afta 2 yrs of midwood daats crazy lol","English"
"To be a winner at a card game you need to get you hands on the trump card. http://bit.ly/kmid2","English"
"Se acabÃƒÆ’Ã‚Â³ la F1. Voy a ver alguna peli de las que tengo por ahÃƒÆ’Ã‚Â­ olvidadas","English"
"wah re media #bakrid dhumdham se  mnaya ja rha hai .Aur #Diwali mei pollution ho rha hai.","Hindi"
"Should I stay my sick ass at home, people? Whats the verdict? I don't usually do sick days. I normally just push through it. Well?","English"
"Somehow I beat both the art dept. Truck and the catering truck in this morning.","English"
"RT @CourtsOhSoDiva: Speaking of forgiveness. I'm letting go of any hurt heartache and pain any guy has ever caused","English"
"Yaha #Jio ko gali dene wale aadhe se zyada #Jio sim hi use kar rahe honge","Hindi"
"Fruit snacks will get you anywhere with small children.","English"
"Yeh sunkar sher ko chuhe par daya aagayi aur ussne usse jane diya.","Hindi"
"sooo who is still up? halloween party! good stuff. good friends. the night is young. Lets Get It!","English"
"RT @sullivanbc: @seacoastcrepes if you can get through the red tape, we'd love to have you in #portsmouthnh {I second that! Good luck!}","English"
"Heeft een eureka moment.","English"
"Looking through the photo's from our Disney trip, close to crying..","English"
"Texting with TBL just makes me realize how much I want him to be more than a friend. My heart aches for him","English"
"how to downgrade the psp from firmware 6.10 to 3.75???? anyone please reply???","English"
"Gharse Chali Thi Main","Hindi"
"har baar vo makkhee udatee aur thodee der baad phir raaja kee chhaatee par aa kar baith jaatee.","Hindi"
"im tired and sleepy so i guess im gonna go to bed! soon... night night twit fam...if i can sleep ill be back","English"
"RT @2morrowknight: #Important ÃƒÂ¢Ã…Â¾Ã‚Â² ""What to do when your Twitter account is hacked"" - http://j.mp/blf5D (via @BuzzEdition @Twitter_Tips)","English"
"There's a crazy china bitch yelling at the other shop assistants in sportslink. Her english cmi","English"
"RT @janelasky: RIGHT NOW IN NYC: Edward Norton, Christopher Reeve's son run New York Marathon, November 1, 2009 - http://tinyurl.com/ybh7gqm","English"
"I'm recording new drum covers today! Videos up in the next couple of days","English"
"koi chori krta h to uske haat kaatwa diye jaaye or agr koi rape krta h to uski mardaangi ka subut hi ktwa diya jaaye or beech sadak pr latka kr phaansi honi chahye.. https://twitter.com/thesabazaidiiii/status/952939717229625345Ã‚Â Ã¢â‚¬Â¦","Hindi"
"http://twitpic.com/ns5c3 - @ali_sweeney bry pic signed cma fest","English"
"Samajh nahi ata  Supreme Court  in mullo ki dalali kyu kar raha in jajo ko doda ke goli  mar deni chahiye","Hindi"
"nahin doston ye to bachapan se us ladake ko doosaron kee madad karana.","Hindi"
"Pahale to nirbhaya ke rapist ko jis kutte ne silai machine diya ,  us bhadawe ko goli mar do","Hindi"
"Hawaaon Pe Likh Do","Hindi"
"Rt @nick365 World's most valuable startups: http://bit.ly/2wPZ1S (interesting: Wikipedia no.2)","English"
"My World Has Been Crashedd in Two Seconds // [ Fxxk My Destiny ) // Mii ViidA NO VAh ASER NAdA SiiN Tii // T3 N3S3SiiTO AMii lAdO P3RO kMO ?","English"
"RT @trenni: I think this makes Utley ""Mr. November""/// REPENT. JETER DID IT FIRST!","English"
"God,You are more than enough for me! Is God in full control of your life? Micah 3:8 what do u have without Jesus? Not what I have with Him!","English"
"Sir #jio phone  to le lenge agar tower hi nahi hai....To ey phone le kar kya karenge","Hindi"
"Indian mom: Kya Pujara jaise ek hi jagah khada hai,  jaa jaake kuch kaam kar!  #IndvAus #pujara","Hindi"
"How to know if wealth is in your future http://tinyurl.com/ll2jjt","English"
"Itna gajab palti marte ho bhaiya! Olympics mein medal wedal kahe nahi dila dete ek tho? Hain? #Aadhaar pe bhi palti maroge? https://twitter.com/PIB_India/status/900659016249909248Ã‚Â Ã¢â‚¬Â¦","Hindi"
"TÃƒÆ’Ã‚Â¤itsa pael, kooli koduleht on uue kujunduse saanud.","English"
"Wah aapas mein bahaut pyar say rahatee thee.","Hindi"
"Mai GST ka puri tarah se swagat karta hu kyuki ye rastra ke hit me Jay Jay modi","Hindi"
"Took the ""Com qual dos Jonas vc namoraria/casaria ?"" quiz & got: Kevin Jonas! What about you? ÃƒÂ¢Ã…Â¾Ã…â€œ http://bit.ly/43BGwd","English"
"Gayi Kam Se Gayi ye Ladki","Hindi"
"RT @suefrause Every town needs a tavern; Langley needs The Dog House to come home http://seattlepi.com/b183851","English"
"i feel so energetic today! hehe","English"
"is going to gauge my ears out.eek..hopefully its not gonna hurt too bad, I've been wanting to do this for a very long time [=","English"
"Gholo aur zeher gholo.. aaj kal #JNU me ye hi to sikhate hai.. aur waise phd kab puri hone wali hai..","Hindi"
"Gulmoharr Gar Tumhara Nam Hota","Hindi"
"nao consegui dormir, fui dormir as 3h da manha, tive pesadelos horriveis e acordei as 6h30 da manha. ODEIO. odeio nao ter espaÃƒÆ’Ã‚Â§o.","English"
"Probably never. And when are you going to fall in love with me dear?","English"
"Modi ne free WIFI ka connection band karwa diya... taake Delhi ke log Ambani Ka free #JIO le le - Arvind kejriwal","Hindi"
"RT @NinoBless I can't wait to hear the excuses after Cotto tears up Pac ... ""oh he's so muc bigger"" ..""oh there was a flood in his homeland","English"
"Theres something about the night and the way it hides all the things I like ;x","English"
"RT @pedroh96: Meu novo projeto: Customote - Rode comandos customizados pelo Apple Remote - http://bit.ly/2iNK9T (retwittem!)","English"
"I am so sleepy","English"
"Myrtle Beach (SC) Sun News: Poll: N.C. residents split on health care reform . More #HealthCare #news - http://tinyurl.com/lhp446","English"
"Parantu Chikoo ki patni uske samjhane par bhi na manni.","Hindi"
"In haramiyo ke haat me satta aayi iska mtlab ye nahi ki ye log jo kanhe ge wo hoga hat's of to Supreme Court judges #Padmaavat @shahidkapoor @RanveerOfficial @deepikapadukone @ShaikhKhalek @vikrantgupta73","Hindi"
"Har Saal, #Diwali ke Aas-Paas aata Hai aur Garibi ka Ahsaas Dila Jata Hai --- #Apple","Hindi"
"MOBO restricts memory voltage?: I recently changed my timigs on my memory sticks (2x 1GB Geil 800Mhz Dual Chann.. http://bit.ly/2hpLit","English"
"pull apart the double helix like a wishbone.","English"
"Good Morning....im studing, cuz i have to Ãƒâ€šÃ‚Â¬Ãƒâ€šÃ‚Â¬","English"
"http://twitpic.com/o2bj0 -","English"
"You know what time it is...!","English"
"It's reported Charlie Mulgrew's turned down the offer of a new contract with The Dons. Ur opinions 2 upfrontsport@originalfm.com","English"
"Kuch hee dair mein bahaut see maakhiyan uss zameen par giray huay shahaid par aakar baith gayi.","Hindi"
"Haha bru bgn nih wa...ujan gening...haha RT @dewantiputri: @DitaDevita pasti lg tidur?Enak'y yg gda ujian bsk...hmmm...","English"
"Kuch log itne kanjoos hote hain ki JIO se bhi missed call dete hain.","Hindi"
"lah terus pk baju yg gmn donk?hahah RT @debaluthfia: Kaga nahaan dah panasnya, untung ga pake baju yg tertutup","English"
"New blog post: Cholesterol Checkups are Crucial for Healthy Hearts http://www.medicallabtests.com/?p=167","English"
"RT @TOpNOtChZipp: RT @CuteAssBravo: Watching My Wife && Kids Now .(Hiiiiiii)","English"
"To Batao...Hamari #dipawali Kyo Badnam Kiya Gaya.....Jawab Ko #Diwali Ko kyo bain kiya gaya....","Hindi"
"jyada hi aasman par chadd gaye they mutthi bhar Cricket khelne walo desh ko hara kar #Kohli sab. pic.twitter.com/XdX3oZIvFA","Hindi"
"woww 6 minutes and 4 supporters? thanks everyone and thanks @bieberpaparazzi <- follow amazing :)","English"
"understandable why each works the way it does, but i'd like the union of each of those sets.","English"
"Saw my cousin who came down from South Carolina today","English"
"Ye haryana mein sach mein khatara sarkaar h. Ek aur rape haryana mein.","Hindi"
"RT @JTANews IDF general: Hamas rockets can reach Tel Aviv http://bit.ly/20WRuc","English"
"i hate not knowing. i just want to know.","English"
"Tin talak ka mudda bhi UP election bitane ke sath TV debate se gayab ho gaya. Lagta hai ab kisi ko muslim mahilao ki parvah hi nahi.","Hindi"
"I think that I am begining 2 track the opposite sex & the same sex more...now. Its weird. Should a normal person like that?","English"
"Why is my Dad calling everyone he knows and bragging about being diagnosed with COPD? I wonder if he realizes that it's NOT a GOOD thing?","English"
"Humare yahan driving license milne se pehle world cup jeetna sikhaya jata hai #U19CWC #U19WorldCup","Hindi"
"Months later+it still makes me smile 2remember when my Mom called my pink blackberry a raspberry! I think she did so on purpose which rocks!","English"
"updated my twitter background -- I think it totally suits me! pumpkins FTW!","English"
"Yaay, might get to be wit mah boy tonite","English"
"Hope you see how it feels to carry the conversation. I'm the boy, you be the girl. Doesn't t suck to be the girl of the conversation. Yes.","English"
"yah dekh kar bandar gusse se laal ho gaya.","Hindi"
"Ohhh just hanging out beofre i go read some of New Moon before i crash!","English"
"My Halloween was kind of lame. -_- But there's always next year and I actually know what I'm going to be! xD","English"
"laying down while my dog give me kisseys l0ol l0ol","English"
"I really wish my halloween would not have turned out like this. At all. Next year will someone just watch horror movies with me all night?","English"
"Im workin on a Scottish Film Script called The McTitanic..in between lookin for sexy bits in War And Peace.....Its all aboot a huge ocean","English"
"just voted ""3 :)"" on ""Favorite Miley picture? (personal)"" vote too ÃƒÂ¢Ã…Â¾Ã¢â‚¬Â http://bit.ly/1uLAfR","English"
"Why roomie?! WHY?! Her bear has a wig on http://pic.gd/1e1a16","English"
"My Father was a Freedom FighterÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ by Ramzy Baroud http://bit.ly/4nJqBp","English"
"RT @angelsharkbite RT: @Shujinkou: hey guys my dog just ate a bee","English"
"hamaara manoranjan karane ke saath hee saath bahut kuchh sikhaatee bhee hai .","Hindi"
"Haan bhai ise suit ka pocket bhi phata hoga bahute garib hain rahul baba #RahulGandhi https://twitter.com/AbhishekKSpatel/status/903629866502725633Ã‚Â Ã¢â‚¬Â¦","Hindi"
"What time isnit this time chAnge is messing with me. Ahhhhh","English"
"In transit, at airport, ran into colleague from Norway, heading in another direction. What are the odds?","English"
"I'd better start practicing! RT @FunFactoryGames We are working on a Skeeball league","English"
"my heart was beating when i read inbox from @ichadinia","English"
"Video of Arrington-Shukla fight highlights controversy of special offers http://su.pr/1W3I4E","English"
"Glad it broke while you were still on the ground, lesser of evils. RT @mw55: Our plane broke. Thanks to Kurt Busch I'm headed home !","English"
"yehi hi nahi #notebandi ki maar khud @PMOIndia @narendramodi par bhi pado hai 1.5 mnth se videsh nahi gaye hai","Hindi"
"Tum youn mile ho jabse mujhe Aur sunheri main lagti houn..","Hindi"
"was the next one in line for san fransico and they kicked me out. LAME.","English"
"Maan ki baat un chhatro ke naam bhi kijiye jo garib he par chhoti jaati ke nahi he jinke paas paise nahi he.fir exame tips dijye","Hindi"
"Gori Gori Gaon Ki Gori Re","Hindi"
"Gotta love old school tv in the morning. man saved by the bell is cheeeeesy","English"
"Waiting for my lovers fone call ! :(","English"
"He re Kanhaiya","Hindi"
"Hawa Pichhale Pahar","Hindi"
"Sir, aap kabhi kisi aur party ke kaam.ko sopport kyu nahi karte. Ya har jagah sirf party dikhti hai log nahi... @VijayGoelBJP #MannKiBaat","Hindi"
"poser RT @corbuzier: Watching MJ This is it!!!!!!","English"
"Latest Twitter news Michael Jackson Twitter Seance: Tweance With Kurt Cobain and River Phoen.. http://bit.ly/3HUENb","English"
"If you use twidroid I need your help. How do I see my followers and who I'm following","English"
"Pyar ko Chahiye kya Ek najar","Hindi"
"I gotta run, I have to go vote for a gambling casino in Ohio!","English"
"How to Find Holiday Car Insurance: If you're planning a vacation, you may have begun your search for holiday in.. http://bit.ly/fbfJU","English"
"Just 'cuz I'm punk and you're punk, don't get in my space and call me darlin'.","English"
"i feel as though my tweets should be private fro this TT","English"
"Kanoon ke haath #Trump se bhi lambe hai! #TrumpBan pic.twitter.com/ccZU6RV0un","Hindi"
"Uhmmmmm, it's about 80 on my deck.","English"
"Once you get it working Borderlands co-op is awesome fun! I love being the rocket man in the car. I BLOW UP YUR SHIT! BOOOOOM!","English"
"The Best Advice Ever From The World's Greatest Business Experts! This Will Determine Your Success Or Failure! http://bit.ly/schefren","English"
"i wish my life was stress free","English"
"OMG Joe Bullard plays 15 Michael Jackson songs every day. back to back. we get it, you're a fan. at least play 3 every hour. RT","English"
"God #forgiveme for saying this but I would turn @MechanicalDummy O U T..","English"
"shayan ke paas baith kar raaja ko ek pankhe se hava kar raha tha.","Hindi"
"The other half of the office is shipping out to Vegas today. Going to be a ghost town this week.","English"
"okay im going nitey nite... Watch over me as I lay & rest my eyes & dream Aaron.. Love you.. night tworld!","English"
"Phir kauvay ne ji bhar kar pani piya.","Hindi"
"Jo mobile nahi chala sake, ab wo bharat desh ke rocket chalayenge.","Hindi"
"Kauva bechain ho uttha, tabhi usse ek upaiy soojha.","Hindi"
"How Is Ray-J Looking For Love And He About To Have A Child","English"
"Offfficalllly Fuckeedd uppp","English"
"somos 2 *-* RT @betynha: Ai gente... depois da tuitada da @officialpausini nÃƒÆ’Ã‚Â£o vou deixar de ver o Grammy Latino na quinta! /o/","English"
"halloween @ empire was the shiit. coldflamez was hella live. ay bitch! losin my mind!","English"
"Tabhi wahan bhaideya aagaya aur ussne chikoo se poocha ki kya ussne kissi khargosh ko wahan se phal le jatte huye dekha hai.","Hindi"
"RT @faithclubdotnet: #GOD #JESUS 1Cor12:9 One & the same Spirit gives faith to one person,while to another person he gives the power to heal","English"
"So things went well today. Well, besides the part where my phone fell in a pond but...","English"
"Kisi ko pyaar ho jaye Jaane kahan kab kisi ko Kisi se pyar ho jaye","Hindi"
"Happy birthday to @MandyHubbard! Hope it's a great one. :)","English"
"RT @CNSNews_Com: Since April, 114 Children Have Died from H1N1 -- but 700,000 Have Died from Abortion http://ow.ly/15Z3dW","English"
"Tonight I thought I would be the one to be wearing the LEAST amount of clothing; a seashell bra and grass skirt but Poison Ivy beat me!!!","English"
"The more time goes by the more pissed I get.","English"
"Hasarat Hi Rahi Hamse Bhi Kabhi","Hindi"
"Phillies look like shit. I hate every yankee fan. every single fucking one.","English"
"New wave say something by #drake","English"
"Inki budhi se to budhimani bhi sharma jati hai! Nani ji ke yaha kuch sikhna chahiye tha kam se kam!Pura world inhe murkh lagta! #RahulGandhi https://twitter.com/dna/status/882699358071926784Ã‚Â Ã¢â‚¬Â¦","Hindi"
"Modi Ji ek Karmayogi hai,Jin ko work is worship hai","Hindi"
"Kipas kipasss ooooooo http://myloc.me/1j2Rs","English"
"Sammy is a Hallo-Bug: One of my favorite babies is getting to be a big girl, and look how adorable she looks in.. http://bit.ly/1dMeqY","English"
"RT @wfitzsimmons: Sleeping pills & beer=bad idea. Passed out in plane isle, came to as attendant yelled for a doctor. Ha!","English"
"Hitting up atlanta, dc, philly, and new york between the 6th through the 10th with @anthonyamor hit me up","English"
"Jus Got OFF another Amazing Dat with DeShea. She is cool, calm and very understanding and I like her. Thank U GOD","English"
"Webcasting live, NYC Big Apps public meeting at TOPP - http://www.livestream.com/NYCBigApps","English"
"You can never have too many DVC points! RT: @Steph_in_MA @MouseWorldRadio Congrats on the add-on Mike!","English"
"Tonight was good now time for my treat burr","English"
"Twadi pehn di siri Lun pe char gando tum jese gashti k bache  #Army aur Supreme Court ka kuch ni pat skte hain #MaryamNawaz  gashti k chamche bonkh kutte","Hindi"
"twitter is stretching my pictures :(","English"
"Twitterberry SUCKS! Just downloaded new program for my blackberry. Let's see if it attaches my pic. http://pic.gd/40b1d9","English"
"Im in over my head! =D","English"
"Fluvanna Library invites everyone to celebrate one-year in new building Nov. 7 from 10 a.m. - 2 p.m. #fluco","English"
"Wes Anderson is so amazing he directs by email slash web video now? http://bit.ly/3b4EDr","English"
"GW Hoddle: Hoddleen Part 9 - Speed Demon Quickplay http://bit.ly/2jChbJ #FMLive","English"
"I like how none of the little kids come to my house cause my drive way is scarey haha. More candy for me!","English"
"Hahahahahahahahahaha RT @nikitheunicorn: im so horny and hungry","English"
"Lagta hai, ab mujhay Melania ka vote bhi nhi milay ga #Trump","Hindi"
"iya mahal bener dah itu tiket,ngga tau teh,kayanya ngga..RT @okkydwi : @nuritae Ceu mw ntn maliq d acara anak HI ga?tiketnya","English"
"Good to see that my brother spent Halloween partying with girls dressed up as slutty somethings...","English"
"Whew! Yoga kicked my booty today! Feel great for a Monday morning though! Time to work!","English"
"i don't want you to change yourself to accommodate me.","English"
"Sick of these ""Windows 7 was my idea"" ads. It's like Microsoft is looking for scapegoats or something.","English"
"Nawaz Sharif be like: Imran Khan is liye na-ehal hone se bach gaye kyun k Mujhe nikal diya gya  Supreme Court","Hindi"
"RT @ms_nunez Attention: @GWPHOTOGRAPHY will be in NY/PA Nov. 12-14!!! Want a shoot? LET ME KNOW! Or tell him! 405 512 4290","English"
"RT @Von_Jackson: #Shoutout2 @jamekathemodel @Slickforce @Nilanti @VanessaVeasley @JadeWifey @MrJLA @mremills @sirbjay @BigButtNSmile","English"
"LOL @ccoover's cousin went as Obama! http://flic.kr/p/7c2Yco","English"
"i think i'm going to retweet myself: RT @kaylabradstreet #VIKINGS! #VIKINGS! #VIKINGS! #VIKINGS!","English"
"wkwkwkwk,,,dah loakin aj dah,,lumayan buat jajan,,haha RT @Ichenluphicho: waah part nye aje dikasihin jg kagak ada yg sudi nerima awkawkawk","English"
"I finished Half-Life last night. Guess it's time to pop the game stack and go back to Half-Life 2.","English"
"jo kaam vo nahin kar saka vo usakee betee kare .","Hindi"
"Very funny Scotty, now beam down my clothes!","English"
"RT: @mobmag: If Elton John dies, who will sing at his funeral? > Fairies I reckon... :P","English"
"RT @@morcaw: gua penasaran deh beneran","English"
"RT @edoubleLz another future painting guy???-- its the same Nigga they 3 years in the past homie u gotta pay attention to the subtitles","English"
"Kuch kasoor to #Ambani ka bhi hai, na wo free ka #jio deta, na sab pure din twtr p lage rehte!","Hindi"
"http://twitpic.com/o2yzf - OM Hanks. That is what this poster said in the Winnipeg Airport the day I left for Peru.","English"
"This is a fuunnnn Halloween so far!","English"
"Roti cheenne ke liye ussne bhokte huae nadi mein chalang laga di.","Hindi"
"is about to take off for Salt Lake City, Utah.","English"
"Pmln walay time waste kernay kay naye naye tareeqay dhundh rahay hain or kuch nahi Supreme Court","Hindi"
"People are still talking about my @reply to @bradiewebb saying I hate him cause he didn't reply. It was a joke, douche bags.","English"
"semangat nduk! RT @silvafauziah: baru nyampe kos dan harus segera nyiapin tugas+modul besok (gym) http://plurk.com/p/2hu6v5","English"
"HAHAHAHA. I just heard somee kid downstairs screaming his ballls offf. Wtf is my mom doing!","English"
"rt @cafemom ""Never lend your car to anyone to whom you have given birth."" --ErmaBombeck","English"
"What if ya'll dudes was f*ckin a girl and it was the best coochie u ever had and all of a sudden a sack of balls fell out her p***y?","English"
"I've finally talked to my Alice. For 72 minutes straight. Until 2:40 in the fucking morning. I can sleep now. :)","English"
"RT @GSKUS: Malaria Vaccine in Final Stretch http://bit.ly/1gvUtg","English"
"Geaux #Saints! <3 Psh, and the Falcons used to be our ""rivals"" bwahahahaha #whodat #blackandgold","English"
"Thank you :) Are you talking about the pic of me & Demetri?~ RT @Joseph_Dean: @AutumnAppleSkyz ahww! Love the new display :) :)","English"
"rTwT: @meldazzle Splash","English"
"Itna hi time pass karna tha toh Sir #Jadeja ko kyon pareshaan kiye.. #rahane ko hi lefty batting karne bol dete..#INDvsAUS","Hindi"
"Team india isliye series jeet nahi rahi kyuki vo patakhe to jala nahi payenge #veerupanthi Supreme Court","Hindi"
"Tamara kaptan Sadiq bhi hy or Amin bhi #ImranKhan Supreme Court","Hindi"
"This results in disorderly homes and disorderly churches with women assuming places of leadership in direct violation of the Word of God.","English"
"Ussne Chikoo se phal tod kar laane ko kha.","Hindi"
"I bet u is RT @BeatFreakJADE: i officially wanna move from 183rd by next year.. b4 my son turns 2.. im tired of this block","English"
"What is invisible and smells like carrots? http://www.dumbjokesthatarefunny.com/j/25 from @oatmeal","English"
"Happy Birthday to my grandpa, the most amazing person who ever lived in this World.","English"
"How to cheer up when lonely and at home: read a liveblog of a devastating loss by the Team Up North at the hands of a 1-6 Illinois.","English"
"RT @CrossLifeVero: The will of God for the believer is never guilt-motivated but God motivated.... Christ at work in you the hope of Glory.","English"
"jitni der me #PVSindhu ne ek game jeet liya utni der me dhoni 10 nahi kar paaya.","Hindi"
"goodbye chicago, hello atlanta.","English"
"Hal Kaisa Hai Janab ka","Hindi"
"Usske pass bahaut se phal thaye.","Hindi"
"Wonder where cops write the most traffic tickets in Tucson? Top 5 Ticket Hot Spots - watch KOLD tonight@10.. because someoneÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s watching you!","English"
"We just went live with our new website. Check it out at www.navfund.com And if you like it, please become a fan of NAV on Facebook!!","English"
"RT: @KnightAgency Bk Bdays @nalinisingh BRANDED BY FIRE @rachelcaine FADE OUT @robindowens HEART CHANGE @mariageraci BUNCO BABES GONE WILD","English"
"I hate being sick..........","English"
"Mothafuffa I'm ill, and sick... *sad face*","English"
"ok we are going to the beach and have fun with the girls and the boys","English"
"Parantu jab dono billiyon nay dekha key dono tukday bahaut chottay-chottay raha gaye tu wah bandar say bolli - "" Aap chinta na karay hum apne aap baantwara kar lengi.""","Hindi"
"need to walk away from his shadow.","English"
"jab koee bhee upaay use nahin sujha to usane apanee shart utaree aur apana haath kaatakar khoon nikaal aur shart ko khoon mein rang liya .","Hindi"
"RT @voezienet: <= tadi yang spam promote link itu ya? <= YAH BETULL! ANEH!","English"
"Menu trend: Authentic, intense flavors are key to Mexican cuisine: http://bit.ly/3PEYgK","English"
"RT @ElleMonah: Tried to leave and my professor is making me stay. ""Well if you wanna hang on a second we can talk about it"" ummm...no._ wth?","English"
"Lo lupa satu hal lg, dosa jg menumpuk RT @yosie24: Tugas menumpuk.kerjaan menumpuk.lemak diperut ikutan menumpuk!!bagooos","English"
"What is the best art exhibition you have ever experienced? #artshow(23:32)","English"
"Parantu Chikoo ki patni uske samjhane par bhi na manni.","Hindi"
"RT @jademaranhao RT @Famosidades: Alexandre Frota assume direÃƒÆ’Ã‚Â§ÃƒÆ’Ã‚Â£o do ""Programa de Gugu"" http://migre.me/awhg // agora vai ficar BOM!!","English"
"Someone is looking for family and friends info in El Paso, Texas - with http://bit.ly/ofJfg Did they find you?","English"
"Guys suck!!","English"
"I just got 100 followers using http://retwt.me/NoHA .","English"
"Lagta hai #Bitcoin se bhi jyada @iamsrk sir ne speed pakdi hai.. Congrt","Hindi"
"going to try print ambers card. may get distracted and not come back tbqh. ;D","English"
"I wish I could take out every 25th day of each month...but that's Christmas..my mother's birthday.....I love you Michael..&lt;3","English"
"Modi ki Sarkar is for Gujju, of Gujju, by Gujju, To Gujju, who Gujju, Do Gujju...., Bhagaao Gujju etc etc.. isilye Bhagnewala bhi Gujju RBI ka Govtnr v Gujju, desh ka Chokidaar v Gujju aur #PNBScam bank ka MD v Gujju..., Yahi Tha Gujaraat Module","Hindi"
"Hum Tumse Mile","Hindi"
"Jis desh mein logon ko toilet kahan jana hai yeh b TV ad se btana pde, us desh k logon ko #GST k faide kisi ka baap b nhi samjha sakta","Hindi"
"OMG... the Broncos made me look bad today! no longer undefeated :(","English"
"Guni Jano Bhakt Jano","Hindi"
"Gonna go blow dry my hairrr :)","English"
"i*m going to see Anne early or late.. Pick one & come along RT @TheiTGuRlE: Im off. RT @NadiaNataliax3 What time uGo in on Friday ?","English"
"Hasten Jana Tum","Hindi"
"Pahle #diwali par #light nahi aati thi ab #Eid par nahi aati gov.","Hindi"
"I kinda miss the academia; the only thing I don't miss is not having $$$ :-P","English"
"So the guy replies sayin: beautiful did u jus dare to call me ugly & da whole library burst out laughin apart frm me cos i feel sorry 4 her","English"
"Ye gulal bhi Gazab Hai sath Mai bhagwa color Hai #holi Hai bura na Mano akhilesh/Rahul bhaiyaa.","Hindi"
"Working on my first video for the new #youtube channel. It's definitely going to be an acoustic cover of Times Like These - Foo Fighters #ff","English"
"G1-bhai kya baat hai aajkal tweet nahi kar raha kuch. G2-kar toh raha hu bas fark yeh ki usey apney notepad pe kar raha","Hindi"
"sinead farmer is sitting opposite me !!! **","English"
"Just took ""what band are you?"" and got: paramore! Try it ÃƒÂ¢Ã…Â¾Ã¢â‚¬Â http://bit.ly/1fWDsa","English"
"is markin out the days untill new moon airs!!:) shit i can't wait:):)","English"
"UP vidhan sabha main #GST bill pass hone par, @myogiadityanath ji or janta ko badhai deta hoon #GST","Hindi"
"selaaaww beyy kesel sm siapanya luu?RT @BeyaNatassha: @sasyanjani hahaha si Lintang noh mau ngajak ribut di D wqwqwq, lama lama kesel gue .","English"
"ladake ne saaree baat draivar ko bataee","Hindi"
"Webcamming laugh for the day: I was taking off panties for camshow today - got them stuck in one of the wheels of my chair! lol","English"
"Ye Sochne wali baat hai @sudhirchaudhary @sardanarohit @ZeeNewsHindi @dna ye baat humare desh ki Supreme Court ko bhi sochni chahiye pic.twitter.com/2YyDQLY6Fa","Hindi"
"My Little Roo Baby Carrier Slipcover Giveaway http://bit.ly/C5lHi","English"
"just realized that I spelled Lambeau Field wrong. my bad","English"
"i think hes getting the wrong impression dammit...","English"
"RT @taptaptap SomethingÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s going down @MacHeist Check it out if you enjoy cool, free Mac software! http://macheist.com","English"
"Had a pretty good time talking to the boys in Apt 132 at 3am. Now 2am cause of Daylight Savings. Met Jake & Matt. Hahaha.","English"
"Ghungaroo ki Tarah Bajata Hi Raha","Hindi"
